parameter,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
rC[292],0.543,0.046,0.462,0.636,0.001,0.001,3912.0,2484.0,1.0
rC[293],0.541,0.07,0.41,0.674,0.001,0.001,3825.0,2317.0,1.0
rC[294],0.419,0.044,0.341,0.507,0.001,0.0,4534.0,2528.0,1.0
rC[295],0.503,0.085,0.355,0.669,0.001,0.001,5132.0,3027.0,1.0
rC[296],0.588,0.082,0.425,0.732,0.001,0.001,4463.0,2765.0,1.0
rC[297],0.497,0.093,0.324,0.673,0.001,0.001,4486.0,2349.0,1.0
rC[298],0.519,0.072,0.391,0.655,0.001,0.001,5860.0,2966.0,1.0
rC[299],0.517,0.053,0.42,0.62,0.001,0.001,4408.0,2760.0,1.0
gC[0],1.376,0.126,1.135,1.61,0.002,0.001,5573.0,3063.0,1.0
gC[1],2.216,0.1,2.021,2.399,0.001,0.001,6311.0,2984.0,1.0
gC[2],2.1,0.109,1.898,2.309,0.002,0.001,4913.0,2420.0,1.0
gC[3],1.703,0.02,1.668,1.742,0.0,0.0,3677.0,2120.0,1.0
gC[4],1.52,0.079,1.365,1.663,0.001,0.001,4882.0,2592.0,1.0
gC[5],2.682,0.248,2.219,3.147,0.003,0.002,5183.0,2899.0,1.0
gC[6],2.289,0.241,1.827,2.743,0.003,0.002,5829.0,2347.0,1.0
gC[7],2.169,0.221,1.767,2.591,0.003,0.002,5234.0,2439.0,1.0
gC[8],1.378,0.08,1.236,1.538,0.001,0.001,5704.0,2747.0,1.0
gC[9],1.532,0.081,1.374,1.68,0.001,0.001,4787.0,2329.0,1.0
gC[10],1.884,0.235,1.432,2.329,0.003,0.002,6858.0,3232.0,1.0
gC[11],2.705,0.13,2.457,2.949,0.002,0.001,4423.0,2272.0,1.0
gC[12],2.099,0.128,1.845,2.328,0.002,0.001,5193.0,2914.0,1.0
gC[13],1.886,0.176,1.554,2.204,0.003,0.002,4761.0,2786.0,1.0
gC[14],1.157,0.064,1.04,1.278,0.001,0.001,4659.0,2676.0,1.0
gC[15],1.813,0.106,1.607,2.011,0.002,0.001,4261.0,2512.0,1.0
gC[16],1.409,0.026,1.357,1.457,0.0,0.0,4341.0,2387.0,1.0
gC[17],1.53,0.052,1.431,1.632,0.001,0.001,3967.0,2209.0,1.0
gC[18],1.937,0.121,1.709,2.164,0.002,0.001,4583.0,2851.0,1.0
gC[19],1.758,0.051,1.663,1.854,0.001,0.001,3691.0,2547.0,1.0
gC[20],2.731,0.151,2.45,3.01,0.002,0.001,5678.0,2198.0,1.0
gC[21],2.457,0.162,2.129,2.738,0.002,0.001,6143.0,2353.0,1.0
gC[22],1.731,0.089,1.573,1.905,0.001,0.001,4569.0,2605.0,1.0
gC[23],1.323,0.186,0.993,1.69,0.003,0.002,5017.0,2436.0,1.0
gC[24],2.631,0.19,2.279,2.988,0.003,0.002,5073.0,2699.0,1.0
gC[25],2.855,0.071,2.712,2.982,0.001,0.001,4352.0,2546.0,1.0
gC[26],1.003,0.079,0.852,1.149,0.001,0.001,3592.0,2402.0,1.0
gC[27],2.153,0.072,2.016,2.294,0.001,0.001,3997.0,2239.0,1.0
gC[28],1.898,0.069,1.765,2.025,0.001,0.001,5096.0,2708.0,1.0
gC[29],2.336,0.178,1.997,2.66,0.003,0.002,4691.0,2393.0,1.0
gC[30],2.695,0.129,2.451,2.938,0.002,0.001,4715.0,2005.0,1.0
gC[31],1.858,0.075,1.719,2.001,0.001,0.001,4474.0,2786.0,1.0
gC[32],1.02,0.068,0.891,1.142,0.001,0.001,4923.0,2410.0,1.0
gC[33],2.474,0.122,2.24,2.695,0.002,0.001,5585.0,2588.0,1.0
gC[34],2.687,0.066,2.557,2.808,0.001,0.001,4811.0,2351.0,1.0
gC[35],1.957,0.169,1.642,2.272,0.002,0.002,5344.0,2527.0,1.0
gC[36],1.759,0.105,1.551,1.947,0.002,0.001,4893.0,2458.0,1.0
gC[37],1.772,0.035,1.702,1.835,0.001,0.0,3544.0,2144.0,1.0
gC[38],2.268,0.154,1.967,2.557,0.002,0.001,5560.0,2461.0,1.0
gC[39],1.799,0.044,1.715,1.881,0.001,0.0,4370.0,2035.0,1.0
gC[40],2.151,0.211,1.764,2.559,0.003,0.002,6050.0,2519.0,1.0
gC[41],1.863,0.09,1.699,2.036,0.001,0.001,4099.0,2518.0,1.0
gC[42],1.987,0.132,1.742,2.228,0.002,0.001,5477.0,2578.0,1.0
gC[43],2.454,0.088,2.296,2.627,0.001,0.001,4603.0,2674.0,1.0
gC[44],1.821,0.07,1.688,1.957,0.001,0.001,4965.0,2486.0,1.0
gC[45],1.811,0.059,1.698,1.918,0.001,0.001,4700.0,2386.0,1.0
gC[46],1.998,0.106,1.806,2.204,0.002,0.001,4646.0,2828.0,1.0
gC[47],1.422,0.104,1.234,1.623,0.002,0.001,4686.0,2634.0,1.0
gC[48],1.652,0.089,1.482,1.817,0.001,0.001,4504.0,2323.0,1.0
gC[49],1.396,0.071,1.259,1.525,0.001,0.001,4146.0,3045.0,1.0
gC[50],2.424,0.095,2.239,2.597,0.001,0.001,5653.0,2585.0,1.0
gC[51],2.077,0.137,1.822,2.333,0.002,0.001,5253.0,2958.0,1.0
gC[52],1.546,0.107,1.346,1.755,0.002,0.001,5057.0,2612.0,1.0
gC[53],2.376,0.072,2.242,2.515,0.001,0.001,4948.0,2181.0,1.0
gC[54],1.772,0.066,1.644,1.893,0.001,0.001,5140.0,2367.0,1.0
gC[55],1.561,0.125,1.322,1.796,0.002,0.001,5071.0,2803.0,1.0
gC[56],1.848,0.099,1.65,2.019,0.002,0.001,4114.0,2737.0,1.0
gC[57],2.714,0.092,2.54,2.88,0.001,0.001,4485.0,2454.0,1.0
gC[58],1.735,0.091,1.549,1.896,0.001,0.001,5182.0,2678.0,1.0
gC[59],2.271,0.148,2.006,2.552,0.002,0.001,5512.0,1944.0,1.0
gC[60],2.333,0.057,2.227,2.439,0.001,0.001,4253.0,2761.0,1.0
gC[61],2.038,0.103,1.835,2.227,0.001,0.001,5081.0,2745.0,1.0
gC[62],2.643,0.024,2.599,2.689,0.0,0.0,5078.0,2688.0,1.0
gC[63],1.656,0.124,1.434,1.904,0.002,0.001,5344.0,2866.0,1.0
gC[64],1.538,0.214,1.126,1.921,0.003,0.002,5497.0,2705.0,1.0
gC[65],1.332,0.092,1.17,1.508,0.001,0.001,5176.0,3016.0,1.0
gC[66],1.917,0.029,1.865,1.972,0.0,0.0,3870.0,2268.0,1.0
gC[67],1.702,0.183,1.355,2.059,0.003,0.002,5053.0,2534.0,1.0
gC[68],2.114,0.057,2.006,2.223,0.001,0.001,4792.0,2473.0,1.0
gC[69],2.032,0.078,1.88,2.174,0.001,0.001,4807.0,2498.0,1.0
gC[70],2.673,0.086,2.511,2.839,0.001,0.001,5575.0,2637.0,1.0
gC[71],2.219,0.075,2.072,2.355,0.001,0.001,4993.0,2608.0,1.0
gC[72],1.772,0.101,1.587,1.969,0.002,0.001,4504.0,2627.0,1.0
gC[73],2.174,0.158,1.865,2.452,0.002,0.002,5134.0,2370.0,1.0
gC[74],1.87,0.229,1.423,2.277,0.003,0.002,5422.0,2491.0,1.0
gC[75],1.984,0.04,1.909,2.059,0.001,0.0,4211.0,2502.0,1.0
gC[76],2.412,0.123,2.187,2.647,0.002,0.001,4787.0,2818.0,1.0
gC[77],2.03,0.106,1.82,2.218,0.001,0.001,6146.0,2932.0,1.0
gC[78],2.158,0.15,1.87,2.437,0.002,0.001,5797.0,2449.0,1.0
gC[79],1.758,0.164,1.454,2.072,0.002,0.002,4792.0,2907.0,1.0
gC[80],2.52,0.159,2.216,2.816,0.002,0.002,4767.0,2378.0,1.0
gC[81],2.831,0.134,2.574,3.076,0.002,0.001,5295.0,2570.0,1.0
gC[82],1.012,0.158,0.716,1.298,0.002,0.002,5422.0,3047.0,1.0
gC[83],1.444,0.177,1.114,1.775,0.002,0.002,5375.0,2884.0,1.0
gC[84],2.006,0.036,1.938,2.073,0.001,0.0,4243.0,2679.0,1.0
gC[85],1.816,0.134,1.563,2.066,0.002,0.001,5361.0,2730.0,1.0
gC[86],2.943,0.073,2.808,3.083,0.001,0.001,4513.0,2548.0,1.0
gC[87],2.004,0.116,1.784,2.229,0.002,0.001,4778.0,2695.0,1.0
gC[88],2.688,0.124,2.463,2.922,0.002,0.001,4381.0,2201.0,1.0
gC[89],1.057,0.052,0.958,1.155,0.001,0.001,4519.0,2507.0,1.0
gC[90],2.398,0.12,2.185,2.635,0.002,0.001,3667.0,2319.0,1.0
gC[91],1.643,0.004,1.635,1.651,0.0,0.0,5343.0,2684.0,1.0
gC[92],1.374,0.147,1.096,1.643,0.002,0.001,5187.0,2866.0,1.0
gC[93],1.809,0.159,1.499,2.106,0.002,0.002,4189.0,2468.0,1.0
gC[94],1.292,0.117,1.067,1.51,0.002,0.001,5510.0,2583.0,1.0
gC[95],2.193,0.105,1.993,2.383,0.001,0.001,5225.0,2615.0,1.0
gC[96],2.129,0.058,2.02,2.235,0.001,0.001,5787.0,2449.0,1.0
gC[97],2.106,0.108,1.898,2.309,0.002,0.001,3949.0,2616.0,1.0
gC[98],2.232,0.121,2.014,2.473,0.002,0.001,6306.0,2768.0,1.0
gC[99],2.718,0.155,2.417,2.993,0.002,0.002,5111.0,2300.0,1.0
gC[100],1.77,0.129,1.53,2.015,0.002,0.001,5427.0,2720.0,1.0
gC[101],2.212,0.171,1.88,2.523,0.002,0.002,6177.0,2587.0,1.0
gC[102],2.218,0.089,2.058,2.392,0.001,0.001,4407.0,2521.0,1.0
gC[103],2.173,0.05,2.08,2.267,0.001,0.001,4995.0,2839.0,1.0
gC[104],2.042,0.138,1.784,2.306,0.002,0.001,4928.0,2525.0,1.0
gC[105],2.739,0.145,2.473,3.016,0.002,0.001,5316.0,2548.0,1.0
gC[106],1.499,0.188,1.137,1.845,0.003,0.002,4954.0,2850.0,1.0
gC[107],1.195,0.071,1.069,1.334,0.001,0.001,4426.0,2553.0,1.0
gC[108],1.822,0.099,1.642,2.017,0.001,0.001,5977.0,2820.0,1.0
gC[109],2.364,0.138,2.097,2.626,0.002,0.001,5258.0,2911.0,1.0
gC[110],1.903,0.187,1.551,2.258,0.002,0.002,5995.0,2981.0,1.0
gC[111],1.774,0.189,1.413,2.113,0.002,0.002,6160.0,2610.0,1.0
gC[112],1.384,0.085,1.234,1.555,0.001,0.001,4529.0,2197.0,1.0
gC[113],2.118,0.058,2.008,2.225,0.001,0.001,3760.0,2533.0,1.0
gC[114],2.16,0.186,1.807,2.5,0.003,0.002,4609.0,2838.0,1.0
gC[115],1.955,0.112,1.73,2.151,0.002,0.001,5064.0,2350.0,1.0
gC[116],1.791,0.151,1.513,2.077,0.002,0.001,5977.0,2558.0,1.0
gC[117],2.183,0.151,1.896,2.449,0.002,0.002,4219.0,2685.0,1.0
gC[118],2.167,0.098,1.982,2.348,0.002,0.001,3839.0,2215.0,1.0
gC[119],1.982,0.122,1.76,2.219,0.002,0.001,5336.0,2755.0,1.0
gC[120],1.29,0.132,1.043,1.545,0.002,0.001,4949.0,3231.0,1.0
gC[121],2.108,0.079,1.959,2.257,0.001,0.001,5058.0,2046.0,1.0
gC[122],1.805,0.089,1.641,1.976,0.001,0.001,4770.0,2847.0,1.0
gC[123],2.343,0.154,2.045,2.619,0.002,0.002,5295.0,2586.0,1.0
gC[124],1.912,0.077,1.773,2.065,0.001,0.001,5101.0,2594.0,1.0
gC[125],2.388,0.128,2.148,2.628,0.002,0.001,5168.0,2767.0,1.0
gC[126],1.928,0.153,1.652,2.225,0.002,0.001,5373.0,2839.0,1.0
gC[127],1.822,0.055,1.714,1.922,0.001,0.001,4732.0,2693.0,1.0
gC[128],2.292,0.181,1.943,2.624,0.003,0.002,4468.0,2404.0,1.0
gC[129],2.19,0.105,1.985,2.383,0.002,0.001,4773.0,2607.0,1.0
gC[130],1.607,0.158,1.319,1.916,0.002,0.001,6014.0,2848.0,1.0
gC[131],2.683,0.206,2.284,3.035,0.003,0.002,5160.0,2668.0,1.0
gC[132],1.62,0.08,1.469,1.773,0.001,0.001,4696.0,3016.0,1.0
gC[133],2.402,0.165,2.088,2.708,0.002,0.001,6541.0,2597.0,1.0
gC[134],2.862,0.099,2.679,3.045,0.001,0.001,5011.0,2583.0,1.0
gC[135],1.115,0.17,0.816,1.446,0.002,0.002,4838.0,2801.0,1.0
gC[136],1.784,0.107,1.601,1.996,0.002,0.001,4420.0,2524.0,1.0
gC[137],2.127,0.141,1.867,2.39,0.002,0.001,4676.0,2698.0,1.0
gC[138],2.139,0.085,1.985,2.304,0.001,0.001,5191.0,2785.0,1.0
gC[139],1.641,0.109,1.45,1.857,0.001,0.001,5952.0,2853.0,1.0
gC[140],1.065,0.114,0.845,1.267,0.002,0.001,3988.0,2230.0,1.0
gC[141],2.39,0.219,2.012,2.829,0.003,0.002,5193.0,2914.0,1.0
gC[142],1.653,0.198,1.273,2.03,0.002,0.002,6627.0,2861.0,1.0
gC[143],1.729,0.143,1.441,1.981,0.002,0.001,5217.0,2194.0,1.0
gC[144],2.574,0.169,2.226,2.871,0.002,0.002,5664.0,2657.0,1.0
gC[145],1.951,0.22,1.534,2.369,0.003,0.002,6090.0,2981.0,1.0
gC[146],1.994,0.143,1.732,2.264,0.002,0.001,5264.0,3075.0,1.0
gC[147],1.908,0.088,1.734,2.071,0.001,0.001,4470.0,3004.0,1.0
gC[148],1.417,0.081,1.269,1.573,0.001,0.001,5169.0,2798.0,1.0
gC[149],2.274,0.082,2.108,2.418,0.001,0.001,3838.0,2548.0,1.0
gC[150],2.19,0.054,2.086,2.291,0.001,0.001,4978.0,2478.0,1.0
gC[151],1.874,0.149,1.602,2.149,0.002,0.001,5322.0,2574.0,1.0
gC[152],1.955,0.08,1.809,2.108,0.001,0.001,4889.0,3209.0,1.0
gC[153],1.835,0.108,1.621,2.034,0.002,0.001,5284.0,2578.0,1.0
gC[154],2.429,0.113,2.216,2.644,0.002,0.001,5216.0,2796.0,1.0
gC[155],1.968,0.161,1.667,2.266,0.002,0.002,5530.0,2987.0,1.0
gC[156],1.958,0.116,1.742,2.173,0.002,0.001,3955.0,2734.0,1.0
gC[157],2.268,0.059,2.149,2.373,0.001,0.001,4587.0,2477.0,1.0
gC[158],2.144,0.071,2.02,2.285,0.001,0.001,4649.0,2693.0,1.0
gC[159],2.678,0.125,2.431,2.904,0.002,0.001,5338.0,2828.0,1.0
gC[160],1.127,0.147,0.849,1.399,0.002,0.001,5259.0,2866.0,1.0
gC[161],2.025,0.166,1.709,2.326,0.002,0.002,4861.0,2956.0,1.0
gC[162],1.598,0.104,1.408,1.796,0.002,0.001,3935.0,2675.0,1.0
gC[163],1.475,0.085,1.309,1.632,0.001,0.001,4798.0,2663.0,1.0
gC[164],1.598,0.143,1.332,1.872,0.002,0.001,5528.0,2632.0,1.0
gC[165],1.998,0.127,1.758,2.24,0.002,0.001,5427.0,2701.0,1.0
gC[166],2.071,0.195,1.716,2.441,0.003,0.002,4415.0,2586.0,1.0
gC[167],1.342,0.143,1.085,1.618,0.002,0.002,4398.0,2763.0,1.0
gC[168],1.725,0.149,1.458,2.019,0.002,0.001,5472.0,3066.0,1.0
gC[169],2.011,0.099,1.821,2.196,0.001,0.001,5497.0,2532.0,1.0
gC[170],1.612,0.163,1.314,1.909,0.002,0.002,5955.0,2910.0,1.0
gC[171],1.54,0.157,1.255,1.847,0.002,0.002,4605.0,2784.0,1.0
gC[172],0.78,0.051,0.691,0.879,0.001,0.001,4726.0,2992.0,1.0
gC[173],1.816,0.181,1.475,2.166,0.002,0.002,5506.0,3150.0,1.0
gC[174],1.439,0.02,1.402,1.479,0.0,0.0,4299.0,2696.0,1.0
gC[175],1.719,0.145,1.438,1.988,0.003,0.002,2913.0,2447.0,1.0
gC[176],1.81,0.131,1.564,2.05,0.002,0.001,5089.0,2430.0,1.0
gC[177],1.624,0.084,1.459,1.781,0.001,0.001,4035.0,2447.0,1.0
gC[178],1.528,0.111,1.315,1.736,0.002,0.001,5474.0,2365.0,1.0
gC[179],1.056,0.11,0.84,1.259,0.002,0.001,4291.0,2362.0,1.0
gC[180],2.029,0.189,1.661,2.357,0.003,0.002,5024.0,2455.0,1.0
gC[181],2.423,0.108,2.222,2.627,0.001,0.001,5367.0,2534.0,1.0
gC[182],1.809,0.091,1.646,1.986,0.001,0.001,4786.0,2665.0,1.0
gC[183],1.688,0.088,1.514,1.848,0.001,0.001,4892.0,2292.0,1.0
gC[184],2.019,0.029,1.961,2.071,0.0,0.0,4330.0,2740.0,1.0
gC[185],2.601,0.146,2.327,2.873,0.002,0.001,5256.0,2866.0,1.0
gC[186],1.154,0.09,0.989,1.329,0.001,0.001,4131.0,2470.0,1.0
gC[187],1.765,0.123,1.544,2.007,0.002,0.001,5073.0,2482.0,1.0
gC[188],1.12,0.125,0.868,1.337,0.002,0.001,4782.0,2432.0,1.0
gC[189],2.325,0.124,2.097,2.553,0.002,0.001,5026.0,2681.0,1.0
gC[190],1.618,0.133,1.378,1.884,0.002,0.001,5354.0,2611.0,1.0
gC[191],2.161,0.059,2.05,2.278,0.001,0.001,4608.0,2640.0,1.0
gC[192],1.763,0.152,1.474,2.041,0.002,0.002,5124.0,2521.0,1.0
gC[193],2.509,0.141,2.221,2.763,0.002,0.001,5201.0,2302.0,1.0
gC[194],2.349,0.076,2.208,2.499,0.001,0.001,5076.0,2543.0,1.0
gC[195],2.163,0.109,1.959,2.368,0.002,0.001,4314.0,2186.0,1.0
gC[196],1.503,0.043,1.426,1.586,0.001,0.0,4529.0,2847.0,1.0
gC[197],2.66,0.117,2.445,2.889,0.002,0.001,5223.0,2306.0,1.0
gC[198],1.646,0.125,1.427,1.887,0.002,0.001,4926.0,2854.0,1.0
gC[199],1.695,0.062,1.578,1.814,0.001,0.001,4749.0,2652.0,1.0
gC[200],2.219,0.077,2.083,2.37,0.001,0.001,3853.0,2578.0,1.0
gC[201],2.233,0.11,2.031,2.451,0.002,0.001,4702.0,2712.0,1.0
gC[202],1.556,0.072,1.42,1.689,0.001,0.001,3760.0,2262.0,1.0
gC[203],1.906,0.023,1.863,1.949,0.0,0.0,5070.0,2400.0,1.0
gC[204],2.726,0.124,2.48,2.946,0.002,0.001,4554.0,1934.0,1.0
gC[205],1.236,0.118,1.033,1.485,0.002,0.001,4308.0,2353.0,1.0
gC[206],2.756,0.021,2.714,2.795,0.0,0.0,4052.0,2390.0,1.0
gC[207],1.904,0.192,1.58,2.301,0.003,0.002,5283.0,2887.0,1.0
gC[208],1.04,0.188,0.695,1.398,0.003,0.002,4774.0,2550.0,1.0
gC[209],1.383,0.077,1.237,1.524,0.001,0.001,4468.0,2868.0,1.0
gC[210],1.453,0.057,1.352,1.565,0.001,0.001,4258.0,2574.0,1.0
gC[211],1.66,0.138,1.398,1.919,0.002,0.002,4140.0,2138.0,1.0
gC[212],2.012,0.164,1.707,2.33,0.002,0.002,4949.0,2414.0,1.0
gC[213],0.784,0.253,0.311,1.244,0.004,0.003,3360.0,1871.0,1.0
gC[214],2.086,0.059,1.98,2.197,0.001,0.001,5143.0,3022.0,1.0
gC[215],1.493,0.162,1.196,1.812,0.002,0.001,5989.0,2897.0,1.0
gC[216],2.691,0.092,2.505,2.859,0.001,0.001,4346.0,2482.0,1.0
gC[217],1.684,0.156,1.398,1.98,0.002,0.001,6052.0,2883.0,1.0
gC[218],2.602,0.083,2.437,2.749,0.001,0.001,4623.0,2328.0,1.0
gC[219],2.338,0.142,2.078,2.608,0.002,0.001,5407.0,2826.0,1.0
gC[220],2.491,0.127,2.269,2.736,0.002,0.001,6856.0,2793.0,1.0
gC[221],1.721,0.184,1.367,2.061,0.002,0.002,5898.0,3001.0,1.0
gC[222],1.982,0.127,1.755,2.237,0.002,0.001,4765.0,2433.0,1.0
gC[223],1.83,0.09,1.667,2.009,0.001,0.001,5066.0,2327.0,1.0
gC[224],2.161,0.13,1.916,2.412,0.002,0.001,5053.0,2755.0,1.0
gC[225],1.456,0.15,1.175,1.729,0.002,0.001,5215.0,2963.0,1.0
gC[226],1.67,0.105,1.471,1.867,0.002,0.001,4515.0,2426.0,1.0
gC[227],2.214,0.127,1.978,2.453,0.002,0.001,4775.0,2684.0,1.0
gC[228],1.527,0.154,1.252,1.836,0.002,0.002,5323.0,2770.0,1.0
gC[229],1.59,0.058,1.486,1.706,0.001,0.001,4662.0,2354.0,1.0
gC[230],1.891,0.056,1.787,1.997,0.001,0.001,4970.0,2135.0,1.0
gC[231],1.94,0.085,1.793,2.108,0.001,0.001,4995.0,2801.0,1.0
gC[232],2.071,0.136,1.799,2.311,0.002,0.001,4749.0,2570.0,1.0
gC[233],2.387,0.167,2.064,2.709,0.002,0.002,5149.0,2351.0,1.0
gC[234],1.476,0.102,1.295,1.677,0.002,0.001,4279.0,2473.0,1.0
gC[235],1.901,0.192,1.539,2.268,0.003,0.002,5377.0,2555.0,1.0
gC[236],1.759,0.191,1.411,2.129,0.003,0.002,5323.0,2679.0,1.0
gC[237],2.754,0.135,2.5,3.003,0.002,0.002,3944.0,2562.0,1.0
gC[238],2.038,0.097,1.848,2.214,0.001,0.001,4480.0,2610.0,1.0
gC[239],2.096,0.139,1.823,2.344,0.002,0.001,5732.0,3005.0,1.0
gC[240],1.997,0.071,1.857,2.131,0.001,0.001,4760.0,2654.0,1.0
gC[241],1.57,0.169,1.248,1.886,0.002,0.002,5508.0,2707.0,1.0
gC[242],2.694,0.16,2.407,2.991,0.002,0.002,4301.0,2371.0,1.0
gC[243],2.145,0.189,1.803,2.515,0.002,0.002,5896.0,2797.0,1.0
gC[244],2.282,0.17,1.975,2.608,0.002,0.002,5713.0,2695.0,1.0
gC[245],1.405,0.182,1.065,1.744,0.002,0.002,5485.0,2641.0,1.0
gC[246],1.348,0.222,0.947,1.782,0.003,0.002,5273.0,2537.0,1.0
gC[247],1.854,0.124,1.629,2.092,0.002,0.001,5182.0,2936.0,1.0
gC[248],1.671,0.159,1.375,1.977,0.002,0.001,6744.0,2811.0,1.0
gC[249],1.517,0.113,1.297,1.722,0.001,0.001,5996.0,2820.0,1.0
gC[250],1.808,0.159,1.52,2.122,0.002,0.001,6229.0,3113.0,1.0
gC[251],1.765,0.098,1.584,1.952,0.002,0.001,4001.0,2491.0,1.0
gC[252],2.118,0.071,1.977,2.252,0.001,0.001,4379.0,2687.0,1.0
gC[253],1.759,0.101,1.56,1.945,0.001,0.001,5683.0,2908.0,1.0
gC[254],1.492,0.118,1.275,1.724,0.002,0.001,5866.0,2875.0,1.0
gC[255],1.576,0.129,1.331,1.821,0.002,0.001,4910.0,2878.0,1.0
gC[256],2.593,0.022,2.551,2.635,0.0,0.0,4714.0,2685.0,1.0
gC[257],1.321,0.118,1.091,1.529,0.002,0.001,4048.0,2667.0,1.0
gC[258],2.123,0.113,1.909,2.333,0.002,0.001,5223.0,2958.0,1.0
gC[259],2.501,0.131,2.257,2.739,0.002,0.001,5911.0,2811.0,1.0
gC[260],1.807,0.146,1.532,2.082,0.002,0.001,6096.0,2738.0,1.0
gC[261],2.99,0.135,2.752,3.254,0.002,0.001,4377.0,2288.0,1.0
gC[262],2.232,0.09,2.066,2.401,0.001,0.001,3717.0,2963.0,1.0
gC[263],2.91,0.014,2.886,2.938,0.0,0.0,3875.0,2106.0,1.0
gC[264],1.701,0.085,1.554,1.873,0.001,0.001,4458.0,2518.0,1.0
gC[265],1.791,0.121,1.561,2.019,0.002,0.001,5029.0,2760.0,1.0
gC[266],2.234,0.051,2.141,2.333,0.001,0.001,4332.0,2022.0,1.0
gC[267],2.021,0.176,1.706,2.357,0.003,0.002,4765.0,2821.0,1.0
gC[268],2.823,0.11,2.612,3.023,0.001,0.001,5649.0,2476.0,1.0
gC[269],2.067,0.126,1.829,2.297,0.002,0.001,5537.0,2411.0,1.0
gC[270],1.616,0.068,1.491,1.739,0.001,0.001,4311.0,2515.0,1.0
gC[271],1.109,0.081,0.958,1.262,0.001,0.001,4263.0,2567.0,1.0
gC[272],2.053,0.133,1.805,2.301,0.002,0.001,4800.0,2544.0,1.0
gC[273],1.893,0.113,1.674,2.098,0.002,0.001,5033.0,3119.0,1.0
gC[274],2.109,0.152,1.815,2.388,0.002,0.001,5240.0,2371.0,1.0
gC[275],2.532,0.158,2.225,2.819,0.002,0.002,5179.0,2866.0,1.0
gC[276],2.631,0.137,2.385,2.892,0.002,0.001,5807.0,2911.0,1.0
gC[277],1.801,0.12,1.583,2.03,0.002,0.001,5828.0,2907.0,1.0
gC[278],1.331,0.145,1.074,1.618,0.002,0.001,4811.0,2443.0,1.0
gC[279],1.451,0.075,1.309,1.593,0.001,0.001,4263.0,2498.0,1.0
gC[280],1.414,0.18,1.075,1.759,0.002,0.002,5384.0,2770.0,1.0
gC[281],1.706,0.141,1.449,1.978,0.002,0.001,4820.0,2521.0,1.0
gC[282],2.34,0.153,2.044,2.619,0.002,0.002,4586.0,2791.0,1.0
gC[283],1.819,0.107,1.621,2.025,0.001,0.001,5321.0,2673.0,1.0
gC[284],2.133,0.095,1.954,2.307,0.001,0.001,4417.0,2812.0,1.0
gC[285],2.176,0.046,2.087,2.26,0.001,0.0,5537.0,2957.0,1.0
gC[286],2.246,0.197,1.866,2.609,0.003,0.002,5619.0,2720.0,1.0
gC[287],1.432,0.124,1.199,1.66,0.002,0.001,5328.0,2609.0,1.0
gC[288],2.165,0.11,1.962,2.371,0.002,0.001,5117.0,2678.0,1.0
